Month,Year,State Name,AQI,Category
6,2020,Utah,48.3,Good
7,2020,Utah,54.5,Moderate
8,2020,Utah,67.9,Moderate
9,2020,Utah,54.3,Moderate
10,2020,Utah,46.4,Good
11,2020,Utah,38.1,Good
12,2020,Utah,42.7,Good
1,2021,Utah,45.6,Good
2,2021,Utah,38.8,Good
3,2021,Utah,42.6,Good
4,2021,Utah,47.3,Good
5,2021,Utah,51.4,Moderate
6,2021,Utah,58.4,Moderate
7,2021,Utah,75.8,Moderate
8,2021,Utah,76.8,Moderate
9,2021,Utah,57.9,Moderate
10,2021,Utah,37.8,Good
11,2021,Utah,36.3,Good
12,2021,Utah,41.1,Good
1,2022,Utah,46.9,Good
2,2022,Utah,43.3,Good
3,2022,Utah,42.3,Good
4,2022,Utah,48.2,Good
5,2022,Utah,47.8,Good
6,2022,Utah,57.2,Moderate
7,2022,Utah,57.7,Moderate
8,2022,Utah,55.5,Moderate
9,2022,Utah,51.6,Moderate
10,2022,Utah,39.9,Good
11,2022,Utah,38.2,Good
12,2022,Utah,43.3,Good
1,2023,Utah,43.2,Good
2,2023,Utah,61.9,Moderate
3,2023,Utah,46.3,Good
4,2023,Utah,48.1,Good
5,2023,Utah,53.5,Moderate
6,2023,Utah,57.0,Moderate
7,2023,Utah,55.9,Moderate
8,2023,Utah,51.8,Moderate
9,2023,Utah,43.6,Good
10,2023,Utah,38.4,Good
11,2023,Utah,39.6,Good
12,2023,Utah,43.2,Good
1,2024,Utah,41.4,Good
2,2024,Utah,36.7,Good
3,2024,Utah,41.7,Good
4,2024,Utah,48.9,Good
5,2024,Utah,52.3,Moderate
6,2024,Utah,55.0,Moderate
7,2024,Utah,73.4,Moderate
8,2024,Utah,55.3,Moderate
9,2024,Utah,52.8,Moderate
10,2024,Utah,44.7,Good
11,2024,Utah,37.3,Good
12,2024,Utah,43.2,Good
1,2025,Utah,40.4,Good
2,2025,Utah,41.5,Good
3,2025,Utah,45.6,Good
4,2025,Utah,54.4,Moderate
5,2025,Utah,63.2,Moderate
6,2025,Utah,63.2,Moderate
7,2025,Utah,1.3,Good
1,2020,Vermont,39.6,Good
2,2020,Vermont,46.1,Good
3,2020,Vermont,38.8,Good
4,2020,Vermont,38.2,Good
5,2020,Vermont,37.1,Good
6,2020,Vermont,35.6,Good
7,2020,Vermont,38.5,Good
8,2020,Vermont,35.4,Good
9,2020,Vermont,31.9,Good
10,2020,Vermont,30.6,Good
11,2020,Vermont,38.5,Good
12,2020,Vermont,41.8,Good
1,2021,Vermont,42.5,Good
2,2021,Vermont,42.5,Good
3,2021,Vermont,41.1,Good
4,2021,Vermont,37.9,Good
5,2021,Vermont,38.3,Good
6,2021,Vermont,41.6,Good
7,2021,Vermont,41.9,Good
8,2021,Vermont,41.6,Good
9,2021,Vermont,29.9,Good
10,2021,Vermont,30.1,Good
11,2021,Vermont,36.5,Good
12,2021,Vermont,38.4,Good
1,2022,Vermont,45.1,Good
2,2022,Vermont,40.3,Good
3,2022,Vermont,41.5,Good
4,2022,Vermont,37.8,Good
5,2022,Vermont,40.1,Good
6,2022,Vermont,38.6,Good
7,2022,Vermont,41.2,Good
8,2022,Vermont,37.8,Good
9,2022,Vermont,30.4,Good
10,2022,Vermont,34.8,Good
11,2022,Vermont,34.7,Good
12,2022,Vermont,36.2,Good
1,2023,Vermont,34.9,Good
2,2023,Vermont,40.0,Good
3,2023,Vermont,40.9,Good
4,2023,Vermont,45.0,Good
5,2023,Vermont,40.7,Good
6,2023,Vermont,50.3,Moderate
7,2023,Vermont,52.7,Moderate
8,2023,Vermont,37.0,Good
9,2023,Vermont,37.8,Good
10,2023,Vermont,29.3,Good
11,2023,Vermont,34.1,Good
12,2023,Vermont,37.9,Good
1,2024,Vermont,33.1,Good
2,2024,Vermont,38.7,Good
3,2024,Vermont,32.4,Good
4,2024,Vermont,37.3,Good
5,2024,Vermont,37.2,Good
6,2024,Vermont,40.1,Good
7,2024,Vermont,41.3,Good
8,2024,Vermont,40.0,Good
9,2024,Vermont,33.6,Good
10,2024,Vermont,33.0,Good
11,2024,Vermont,31.7,Good
12,2024,Vermont,34.7,Good
1,2025,Vermont,38.7,Good
2,2025,Vermont,40.2,Good
3,2025,Vermont,42.7,Good
4,2025,Vermont,0.0,Good
1,2020,Virgin Islands,19.7,Good
2,2020,Virgin Islands,30.5,Good
3,2020,Virgin Islands,19.7,Good
4,2020,Virgin Islands,23.3,Good
5,2020,Virgin Islands,32.9,Good
6,2020,Virgin Islands,39.4,Good
7,2020,Virgin Islands,37.7,Good
8,2020,Virgin Islands,35.1,Good
9,2020,Virgin Islands,39.9,Good
10,2020,Virgin Islands,43.9,Good
11,2020,Virgin Islands,32.8,Good
12,2020,Virgin Islands,21.3,Good
1,2021,Virgin Islands,16.1,Good
2,2021,Virgin Islands,25.8,Good
3,2021,Virgin Islands,24.6,Good
4,2021,Virgin Islands,30.4,Good
5,2021,Virgin Islands,33.8,Good
6,2021,Virgin Islands,37.5,Good
7,2021,Virgin Islands,37.5,Good
8,2021,Virgin Islands,37.9,Good
9,2021,Virgin Islands,30.8,Good
10,2021,Virgin Islands,39.1,Good
11,2021,Virgin Islands,14.4,Good
12,2021,Virgin Islands,18.6,Good
1,2022,Virgin Islands,12.6,Good
2,2022,Virgin Islands,22.6,Good
3,2022,Virgin Islands,20.5,Good
4,2022,Virgin Islands,20.5,Good
5,2022,Virgin Islands,31.8,Good
6,2022,Virgin Islands,41.1,Good
7,2022,Virgin Islands,43.4,Good
8,2022,Virgin Islands,33.5,Good
9,2022,Virgin Islands,19.6,Good
10,2022,Virgin Islands,32.2,Good
11,2022,Virgin Islands,24.7,Good
12,2022,Virgin Islands,17.7,Good
1,2023,Virgin Islands,17.8,Good
2,2023,Virgin Islands,20.4,Good
3,2023,Virgin Islands,18.1,Good
4,2023,Virgin Islands,28.0,Good
5,2023,Virgin Islands,29.3,Good
6,2023,Virgin Islands,33.4,Good
7,2023,Virgin Islands,52.9,Moderate
8,2023,Virgin Islands,32.9,Good
9,2023,Virgin Islands,32.0,Good
10,2023,Virgin Islands,20.9,Good
11,2023,Virgin Islands,29.5,Good
12,2023,Virgin Islands,13.2,Good
1,2024,Virgin Islands,11.0,Good
2,2024,Virgin Islands,25.4,Good
3,2024,Virgin Islands,16.0,Good
4,2024,Virgin Islands,24.3,Good
5,2024,Virgin Islands,33.0,Good
6,2024,Virgin Islands,37.7,Good
7,2024,Virgin Islands,40.1,Good
8,2024,Virgin Islands,29.7,Good
9,2024,Virgin Islands,19.9,Good
10,2024,Virgin Islands,26.9,Good
1,2020,Virginia,29.3,Good
2,2020,Virginia,30.1,Good
3,2020,Virginia,35.8,Good
4,2020,Virginia,38.0,Good
5,2020,Virginia,35.0,Good
6,2020,Virginia,38.3,Good
7,2020,Virginia,41.4,Good
8,2020,Virginia,34.2,Good
9,2020,Virginia,30.6,Good
10,2020,Virginia,29.8,Good
11,2020,Virginia,33.8,Good
12,2020,Virginia,31.8,Good
1,2021,Virginia,31.0,Good
2,2021,Virginia,33.5,Good
3,2021,Virginia,38.0,Good
4,2021,Virginia,41.7,Good
5,2021,Virginia,40.9,Good
6,2021,Virginia,35.7,Good
7,2021,Virginia,43.8,Good
8,2021,Virginia,39.9,Good
9,2021,Virginia,35.8,Good
10,2021,Virginia,31.4,Good
11,2021,Virginia,31.4,Good
12,2021,Virginia,33.6,Good
1,2022,Virginia,33.6,Good
2,2022,Virginia,33.9,Good
3,2022,Virginia,38.5,Good
4,2022,Virginia,39.0,Good
5,2022,Virginia,36.8,Good
6,2022,Virginia,43.0,Good
7,2022,Virginia,38.4,Good
8,2022,Virginia,34.7,Good
9,2022,Virginia,34.0,Good
10,2022,Virginia,31.5,Good
11,2022,Virginia,30.7,Good
12,2022,Virginia,31.7,Good
1,2023,Virginia,32.2,Good
2,2023,Virginia,36.0,Good
3,2023,Virginia,40.2,Good
4,2023,Virginia,45.8,Good
5,2023,Virginia,42.3,Good
6,2023,Virginia,57.8,Moderate
7,2023,Virginia,45.1,Good
8,2023,Virginia,41.6,Good
9,2023,Virginia,36.1,Good
10,2023,Virginia,33.4,Good
11,2023,Virginia,37.4,Good
12,2023,Virginia,32.9,Good
1,2024,Virginia,30.9,Good
2,2024,Virginia,37.4,Good
3,2024,Virginia,38.2,Good
4,2024,Virginia,41.4,Good
5,2024,Virginia,38.6,Good
6,2024,Virginia,43.8,Good
7,2024,Virginia,42.4,Good
8,2024,Virginia,42.9,Good
9,2024,Virginia,34.2,Good
10,2024,Virginia,36.5,Good
11,2024,Virginia,31.1,Good
12,2024,Virginia,34.2,Good
1,2025,Virginia,35.7,Good
2,2025,Virginia,34.1,Good
3,2025,Virginia,41.0,Good
4,2025,Virginia,42.6,Good
5,2025,Virginia,36.2,Good
6,2025,Virginia,43.9,Good
7,2025,Virginia,2.4,Good
1,2020,Washington,28.5,Good
2,2020,Washington,31.8,Good
3,2020,Washington,29.7,Good
4,2020,Washington,26.7,Good
5,2020,Washington,24.1,Good
6,2020,Washington,21.4,Good
7,2020,Washington,29.8,Good
8,2020,Washington,32.8,Good
9,2020,Washington,109.8,Unhealthy for Sensitive Groups
10,2020,Washington,38.3,Good
11,2020,Washington,39.2,Good
12,2020,Washington,40.7,Good
1,2021,Washington,39.8,Good
2,2021,Washington,30.2,Good
3,2021,Washington,32.7,Good
4,2021,Washington,30.5,Good
5,2021,Washington,25.9,Good
6,2021,Washington,29.4,Good
7,2021,Washington,44.8,Good
8,2021,Washington,55.9,Moderate
9,2021,Washington,36.7,Good
10,2021,Washington,30.4,Good
11,2021,Washington,34.3,Good
12,2021,Washington,30.7,Good
1,2022,Washington,41.7,Good
2,2022,Washington,37.3,Good
3,2022,Washington,27.8,Good
4,2022,Washington,25.6,Good
5,2022,Washington,23.4,Good
6,2022,Washington,24.1,Good
7,2022,Washington,31.0,Good
8,2022,Washington,35.4,Good
9,2022,Washington,52.1,Moderate
10,2022,Washington,59.0,Moderate
11,2022,Washington,48.0,Good
12,2022,Washington,39.9,Good
1,2023,Washington,35.5,Good
2,2023,Washington,32.6,Good
3,2023,Washington,27.4,Good
4,2023,Washington,25.4,Good
5,2023,Washington,32.5,Good
6,2023,Washington,31.4,Good
7,2023,Washington,33.4,Good
8,2023,Washington,55.9,Moderate
9,2023,Washington,34.0,Good
10,2023,Washington,35.7,Good
11,2023,Washington,45.3,Good
12,2023,Washington,35.2,Good
1,2024,Washington,34.6,Good
2,2024,Washington,28.0,Good
3,2024,Washington,25.1,Good
4,2024,Washington,21.6,Good
5,2024,Washington,24.0,Good
6,2024,Washington,24.4,Good
7,2024,Washington,42.2,Good
8,2024,Washington,38.4,Good
9,2024,Washington,32.4,Good
10,2024,Washington,30.2,Good
11,2024,Washington,36.0,Good
12,2024,Washington,35.0,Good
1,2025,Washington,42.1,Good
2,2025,Washington,30.9,Good
3,2025,Washington,21.4,Good
4,2025,Washington,40.2,Good
1,2020,West Virginia,33.4,Good
2,2020,West Virginia,34.1,Good
3,2020,West Virginia,33.7,Good
4,2020,West Virginia,38.3,Good
5,2020,West Virginia,35.5,Good
6,2020,West Virginia,39.4,Good
7,2020,West Virginia,43.0,Good
8,2020,West Virginia,38.9,Good
9,2020,West Virginia,32.0,Good
10,2020,West Virginia,28.6,Good
11,2020,West Virginia,32.4,Good
12,2020,West Virginia,31.2,Good
1,2021,West Virginia,35.1,Good
2,2021,West Virginia,39.1,Good
3,2021,West Virginia,40.9,Good
4,2021,West Virginia,43.6,Good
5,2021,West Virginia,40.9,Good
6,2021,West Virginia,40.1,Good
7,2021,West Virginia,44.6,Good
8,2021,West Virginia,41.0,Good
9,2021,West Virginia,36.5,Good
10,2021,West Virginia,29.8,Good
11,2021,West Virginia,33.6,Good
12,2021,West Virginia,35.4,Good
1,2022,West Virginia,38.2,Good
2,2022,West Virginia,37.8,Good
3,2022,West Virginia,39.7,Good
4,2022,West Virginia,37.3,Good
5,2022,West Virginia,37.8,Good
6,2022,West Virginia,46.2,Good
7,2022,West Virginia,41.4,Good
8,2022,West Virginia,37.0,Good
9,2022,West Virginia,31.8,Good
10,2022,West Virginia,31.7,Good
11,2022,West Virginia,33.6,Good
12,2022,West Virginia,33.6,Good
1,2023,West Virginia,32.7,Good
2,2023,West Virginia,36.2,Good
3,2023,West Virginia,39.7,Good
4,2023,West Virginia,45.9,Good
5,2023,West Virginia,44.0,Good
6,2023,West Virginia,58.8,Moderate
7,2023,West Virginia,46.7,Good
8,2023,West Virginia,39.8,Good
9,2023,West Virginia,35.0,Good
10,2023,West Virginia,30.9,Good
11,2023,West Virginia,38.5,Good
12,2023,West Virginia,32.7,Good
1,2024,West Virginia,32.5,Good
2,2024,West Virginia,41.5,Good
3,2024,West Virginia,36.9,Good
4,2024,West Virginia,41.0,Good
5,2024,West Virginia,41.1,Good
6,2024,West Virginia,46.5,Good
7,2024,West Virginia,47.6,Good
8,2024,West Virginia,46.7,Good
9,2024,West Virginia,36.5,Good
10,2024,West Virginia,37.6,Good
11,2024,West Virginia,31.3,Good
12,2024,West Virginia,36.3,Good
1,2025,West Virginia,38.3,Good
2,2025,West Virginia,39.5,Good
3,2025,West Virginia,42.2,Good
4,2025,West Virginia,42.0,Good
1,2020,Wisconsin,43.9,Good
2,2020,Wisconsin,40.5,Good
3,2020,Wisconsin,41.7,Good
4,2020,Wisconsin,42.0,Good
5,2020,Wisconsin,40.2,Good
6,2020,Wisconsin,51.4,Moderate
7,2020,Wisconsin,41.7,Good
8,2020,Wisconsin,39.7,Good
9,2020,Wisconsin,32.9,Good
10,2020,Wisconsin,33.7,Good
11,2020,Wisconsin,44.3,Good
12,2020,Wisconsin,43.8,Good
1,2021,Wisconsin,47.1,Good
2,2021,Wisconsin,48.0,Good
3,2021,Wisconsin,42.2,Good
4,2021,Wisconsin,41.5,Good
5,2021,Wisconsin,42.2,Good
6,2021,Wisconsin,51.8,Moderate
7,2021,Wisconsin,50.4,Moderate
8,2021,Wisconsin,51.2,Moderate
9,2021,Wisconsin,38.1,Good
10,2021,Wisconsin,33.9,Good
11,2021,Wisconsin,37.0,Good
12,2021,Wisconsin,42.7,Good
1,2022,Wisconsin,44.3,Good
2,2022,Wisconsin,42.1,Good
3,2022,Wisconsin,37.4,Good
4,2022,Wisconsin,38.0,Good
5,2022,Wisconsin,44.3,Good
6,2022,Wisconsin,49.3,Good
7,2022,Wisconsin,40.6,Good
8,2022,Wisconsin,37.7,Good
9,2022,Wisconsin,36.0,Good
10,2022,Wisconsin,39.0,Good
11,2022,Wisconsin,40.4,Good
12,2022,Wisconsin,42.1,Good
1,2023,Wisconsin,46.3,Good
2,2023,Wisconsin,41.0,Good
3,2023,Wisconsin,40.4,Good
4,2023,Wisconsin,47.5,Good
5,2023,Wisconsin,58.0,Moderate
6,2023,Wisconsin,82.9,Moderate
7,2023,Wisconsin,51.4,Moderate
8,2023,Wisconsin,47.2,Good
9,2023,Wisconsin,42.0,Good
10,2023,Wisconsin,33.2,Good
11,2023,Wisconsin,34.6,Good
12,2023,Wisconsin,38.2,Good
1,2024,Wisconsin,37.8,Good
2,2024,Wisconsin,37.9,Good
3,2024,Wisconsin,33.6,Good
4,2024,Wisconsin,40.0,Good
5,2024,Wisconsin,43.3,Good
6,2024,Wisconsin,41.0,Good
7,2024,Wisconsin,42.6,Good
8,2024,Wisconsin,40.9,Good
9,2024,Wisconsin,42.9,Good
10,2024,Wisconsin,36.0,Good
11,2024,Wisconsin,27.4,Good
12,2024,Wisconsin,35.7,Good
1,2025,Wisconsin,32.1,Good
2,2025,Wisconsin,38.1,Good
3,2025,Wisconsin,34.0,Good
4,2025,Wisconsin,38.3,Good
1,2020,Wyoming,35.6,Good
2,2020,Wyoming,39.7,Good
3,2020,Wyoming,37.5,Good
4,2020,Wyoming,41.1,Good
5,2020,Wyoming,42.5,Good
6,2020,Wyoming,40.8,Good
7,2020,Wyoming,42.0,Good
8,2020,Wyoming,51.9,Moderate
9,2020,Wyoming,45.4,Good
10,2020,Wyoming,37.1,Good
11,2020,Wyoming,31.3,Good
12,2020,Wyoming,31.4,Good
1,2021,Wyoming,32.1,Good
2,2021,Wyoming,34.2,Good
3,2021,Wyoming,37.4,Good
4,2021,Wyoming,36.8,Good
5,2021,Wyoming,36.1,Good
6,2021,Wyoming,44.1,Good
7,2021,Wyoming,64.7,Moderate
8,2021,Wyoming,60.1,Moderate
9,2021,Wyoming,47.9,Good
10,2021,Wyoming,32.3,Good
11,2021,Wyoming,32.4,Good
12,2021,Wyoming,36.5,Good
1,2022,Wyoming,36.1,Good
2,2022,Wyoming,37.7,Good
3,2022,Wyoming,36.9,Good
4,2022,Wyoming,41.6,Good
5,2022,Wyoming,39.5,Good
6,2022,Wyoming,42.1,Good
7,2022,Wyoming,45.2,Good
8,2022,Wyoming,42.6,Good
9,2022,Wyoming,42.5,Good
10,2022,Wyoming,34.4,Good
11,2022,Wyoming,33.2,Good
12,2022,Wyoming,35.2,Good
1,2023,Wyoming,33.3,Good
2,2023,Wyoming,40.8,Good
3,2023,Wyoming,42.1,Good
4,2023,Wyoming,45.0,Good
5,2023,Wyoming,46.1,Good
6,2023,Wyoming,39.4,Good
7,2023,Wyoming,40.8,Good
8,2023,Wyoming,40.2,Good
9,2023,Wyoming,39.1,Good
10,2023,Wyoming,30.0,Good
11,2023,Wyoming,33.3,Good
12,2023,Wyoming,32.2,Good
1,2024,Wyoming,32.4,Good
2,2024,Wyoming,32.1,Good
3,2024,Wyoming,34.2,Good
4,2024,Wyoming,39.2,Good
5,2024,Wyoming,40.2,Good
6,2024,Wyoming,41.2,Good
7,2024,Wyoming,57.0,Moderate
8,2024,Wyoming,45.2,Good
9,2024,Wyoming,42.0,Good
10,2024,Wyoming,39.8,Good
11,2024,Wyoming,28.9,Good
12,2024,Wyoming,32.7,Good
1,2025,Wyoming,33.1,Good
2,2025,Wyoming,35.5,Good
3,2025,Wyoming,35.2,Good
4,2025,Wyoming,34.1,Good
5,2025,Wyoming,13.4,Good
6,2025,Wyoming,20.3,Good
